customer_id,conversion,spend
16070,0,0
16072,0,0
16073,1,1902.4
16076,1,464.67
16077,1,985.65
16078,0,0
16081,0,0
16082,0,0
16083,0,0
16085,0,0
16089,1,2466.09
16091,0,0
16093,0,0
16095,0,0
16096,0,0
16097,0,0
16100,1,1617.9
16101,0,0
16102,1,2773.4
16108,0,0
16109,1,263.17
16113,0,0
16120,0,0
16121,0,0
16122,0,0
16123,0,0
16124,0,0
16125,0,0
16129,0,0
16131,0,0
16132,1,2659.5
16133,1,2873.72
16136,1,22.86
16137,1,1195.62
16138,0,0
16140,0,0
16142,0,0
16152,0,0
16155,0,0
16158,0,0
16160,0,0
16161,0,0
16164,1,1457.95
16169,0,0
16170,1,1160.85
16171,1,1089.21
16176,1,846.39
16178,1,3285.07
16179,1,210.03
16187,1,3073.58
16188,0,0
16194,1,522.2
16197,0,0
16198,1,3217.05
16199,0,0
16203,0,0
16205,1,1653.48
16212,1,378.71
16217,0,0
16222,1,2063.87
16223,0,0
16224,1,2852.06
16225,1,2650.07
16228,0,0
16230,0,0
16234,0,0
16238,1,60.4
16239,1,2551.6
16240,0,0
16246,1,90.36
16251,0,0
16257,1,1417.89
16262,0,0
16268,0,0
16269,0,0
16270,0,0
16271,0,0
16274,1,1800.43
16278,1,1737.57
16280,1,3088.05
16282,0,0
16283,0,0
16285,0,0
16286,1,2599.92
16287,1,1908.61
16290,1,1259.63
16292,0,0
16296,1,1487.83
16298,1,1464.8
16299,1,2608.98
16300,0,0
16302,0,0
16304,1,561.57
16305,0,0
16307,0,0
16308,0,0
16311,1,274.78
16313,0,0
16314,0,0
16316,0,0
16318,0,0
16327,0,0
16328,0,0
16329,1,305.4
16330,1,96.42
16331,0,0
16332,0,0
16333,0,0
16336,0,0
16337,1,1885.85
16338,0,0
16339,1,1950.35
16345,0,0
16346,1,1943.66
16350,1,1888.37
16356,0,0
16359,0,0
16360,1,2883.14
16363,1,423.42
16367,0,0
16370,1,1640.13
16371,0,0
16377,1,1847.8
16378,0,0
16379,1,862.41
16380,0,0
16382,0,0
16383,0,0
16384,1,1037.68
16385,0,0
16387,0,0
16390,0,0
16392,0,0
16393,0,0
16394,1,1063.89
16395,0,0
16397,1,1277.49
16399,1,33.1
16402,0,0
16405,1,2923.84
16409,0,0
16410,0,0
16412,0,0
16413,0,0
16414,1,239.64
16418,1,32.99
16420,1,2268.07
16421,0,0
16426,1,2962.59
16431,1,787.01
16432,1,1111.84
16433,0,0
16434,1,3208.03
16435,1,919.99
16436,1,2882.89
16437,1,1492.98
16439,0,0
16441,1,2662.68
16448,1,3278.48
16450,0,0
16451,0,0
16452,0,0
16454,0,0
16457,0,0
16465,0,0
16466,1,1614.97
16470,0,0
16471,0,0
16473,1,1505.19
16476,0,0
16478,1,1755.35
16482,0,0
16484,1,1284.78
16485,0,0
16486,1,2042.64
16489,0,0
16490,1,68.37
16492,1,2768.74
16493,1,1579.95
16494,1,3095.15
16499,1,2507.43
16503,0,0
16506,0,0
16509,1,3114.85
16510,0,0
16512,0,0
16514,1,887.36
16519,1,2187.13
16521,1,2496.23
16524,0,0
16525,1,2811.29
16527,1,1604.99
16528,0,0
16531,1,43.7
16533,0,0
16535,0,0
16540,1,1995.06
16541,0,0
16544,1,2227.98
16545,1,907.58
16547,0,0
16548,1,554.32
16549,0,0
16552,0,0
16556,1,1785.39
16560,0,0
16561,0,0
16564,0,0
16565,1,1648.84
16566,1,706.69
16569,0,0
16575,1,410.47
16579,0,0
16581,0,0
16583,1,3006.19
16584,1,1450.11
16585,0,0
16592,0,0
16594,1,1698.52
16595,0,0
16598,1,73.99
16599,1,1116.27
16601,1,469.82
16602,0,0
16604,1,2564.27
16605,1,3107.23
16606,0,0
16607,0,0
16611,0,0
16614,1,1974.97
16616,0,0
16617,1,388.53
16618,0,0
16621,1,2878.76
16623,0,0
16624,0,0
16625,0,0
16627,0,0
16628,0,0
16630,1,470.84
16631,1,1718.78
16634,0,0
16637,0,0
16638,0,0
16642,1,2844.53
16649,0,0
16650,0,0
16651,0,0
16653,0,0
16654,0,0
16661,1,1639.85
16662,0,0
16665,1,1905.28
16668,0,0
16671,0,0
16672,1,381.2
16673,1,2264.04
16678,1,1986.45
16679,1,3159.31
16680,1,2106.62
16682,0,0
16686,0,0
16688,1,34.66
16689,1,2575.06
16693,0,0
16694,1,3044.3
16695,1,1670.45
16696,0,0
16697,1,843.78
16701,0,0
16702,1,738.21
16707,1,2127.16
16713,1,638.09
16719,0,0
16721,0,0
16722,1,603.05
16726,1,1143.84
16729,1,2780.43
16730,0,0
16732,0,0
16736,0,0
16737,0,0
16747,1,6.28
16749,1,1815.77
16751,1,2433.71
16754,1,833.93
16755,0,0
16757,1,3078.8
16759,1,70.8
16761,1,3214.22
16763,1,1404.67
16766,0,0
16768,1,2699
16770,1,2968.97
16772,1,1697.03
16774,0,0
16779,0,0
16781,0,0
16787,0,0
16790,0,0
16791,1,414.17
16794,0,0
16796,0,0
16798,1,2218.34
16800,1,2362.24
16805,1,312.73
16808,0,0
16809,0,0
16810,0,0
16811,1,939.15
16812,0,0
16813,0,0
16814,0,0
16817,1,2881.33
16819,0,0
16820,0,0
16822,1,1260.06
16823,1,2864.94
16828,0,0
16829,1,2116.55
16835,0,0
16838,0,0
16840,0,0
16841,0,0
16844,0,0
16846,1,2922.17
16851,0,0
16852,0,0
16853,0,0
16856,0,0
16858,1,945.6
16864,0,0
16865,0,0
16866,0,0
16867,0,0
16868,0,0
16872,1,1386.52
16873,0,0
16876,1,2552.89
16882,1,1955.44
16887,1,2811.98
16889,0,0
16891,0,0
16892,0,0
16896,0,0
16897,1,1437.46
16898,0,0
16901,1,2785.84
16902,0,0
16903,1,116.95
16904,1,3332.9
16905,1,3201.39
16906,1,1061.34
16909,0,0
16910,1,2405.86
16911,0,0
16912,1,405.73
16913,0,0
16914,0,0
16916,1,1742.89
16917,1,1904.84
16919,0,0
16920,1,936.16
16922,1,2424.48
16924,0,0
16925,1,3184.02
16926,0,0
16929,0,0
16931,1,3203.21
16933,1,1880.94
16935,0,0
16940,1,2459.56
16942,0,0
16951,1,2468.53
16952,1,20.8
16954,0,0
16956,0,0
16957,0,0
16958,1,2787.81
16961,1,2574.84
16962,1,1319.47
16964,1,3025.4
16965,1,2295.04
16967,0,0
16970,0,0
16972,0,0
16973,1,2165.41
16974,0,0
16978,1,3257.26
16980,0,0
16982,0,0
16983,1,3236.58
16986,0,0
16989,1,474.82
16990,1,1660.65
16992,1,1932.03
16996,1,138.66
16997,0,0
16998,0,0
16999,1,1111.23
17000,1,1894.19
17003,1,1336.91
17006,1,2993.83
17007,0,0
17008,0,0
17011,1,254.56
17012,1,1258.43
17013,1,60.81
17014,0,0
17016,1,3266.18
17019,1,2360.88
17020,1,252.61
17021,0,0
17023,1,99.4
17025,1,47.54
17027,1,1755.6
17032,0,0
17035,1,2407.61
17036,0,0
17037,0,0
17039,1,530.47
17042,1,3152.55
17045,0,0
17047,1,2283.85
17050,0,0
17051,1,1364.13
17052,1,1274.51
17053,0,0
17061,1,83.16
17063,0,0
17065,1,3326.99
17067,0,0
17068,0,0
17072,1,68.81
17075,0,0
17076,0,0
17085,0,0
17087,1,1170.75
17093,0,0
17096,0,0
17097,0,0
17101,0,0
17103,1,2640.77
17105,1,473.99
17106,0,0
17107,1,2642.64
17111,0,0
17112,0,0
17118,1,612.28
17119,0,0
17120,1,751.36
17121,0,0
17123,0,0
17124,1,3122.77
17126,0,0
17128,0,0
17130,1,951.28
17132,0,0
17133,0,0
17136,1,1586.79
17144,0,0
17146,1,823.19
17147,0,0
17150,0,0
17151,0,0
17156,0,0
17157,1,1294.82
17159,0,0
17162,1,2082.57
17163,0,0
17164,1,1564.04
17165,1,184.48
17171,0,0
17172,0,0
17173,0,0
17174,0,0
17179,1,2132.14
17182,0,0
17183,1,157.55
17184,0,0
17186,0,0
17187,1,781.88
17194,1,2429.19
17196,0,0
17198,0,0
17199,0,0
17202,0,0
17203,1,2654.59
17205,1,2019.18
17206,0,0
17209,1,641.95
17212,1,2590.15
17215,0,0
17219,0,0
17220,1,1882.26
17221,0,0
17225,0,0
17229,1,1473.74
17241,0,0
17245,0,0
17246,0,0
17247,1,1448.54
17248,1,278.28
17254,0,0
17257,0,0
17263,0,0
17268,0,0
17270,1,2185.19
17271,0,0
17272,0,0
17273,0,0
17274,1,1326.35
17279,1,2102.88
17280,0,0
17284,0,0
17286,0,0
17287,0,0
17288,1,2010.49
17291,0,0
17295,0,0
17297,0,0
17302,0,0
17303,1,2805.15
17304,1,2389.17
17307,0,0
17309,0,0
17310,0,0
17313,0,0
17314,0,0
17318,1,1153.49
17319,0,0
17320,1,1799.33
17321,0,0
17322,1,103.71
17323,1,2206.69
17327,0,0
17331,0,0
17335,1,249.29
17336,0,0
17337,1,2734.64
17342,0,0
17345,0,0
17346,0,0
17349,0,0
17351,1,3164.23
17352,1,1943.65
17353,0,0
17354,1,1624.33
17356,1,1812.74
17357,1,2316.44
17359,0,0
17361,0,0
17362,1,1588.09
17363,1,725.58
17364,1,151.1
17366,1,781.97
17368,0,0
17370,0,0
17371,0,0
17375,1,1820.72
17377,0,0
17378,1,1862.93
17379,1,284.01
17380,0,0
17381,1,2205.55
17386,0,0
17388,0,0
17392,0,0
17393,0,0
17396,0,0
17399,0,0
17400,1,2635.1
17406,0,0
17411,1,446.51
17412,0,0
17413,0,0
17416,0,0
17417,1,3217.78
17418,0,0
17419,1,2376.72
17420,0,0
17421,1,3173.18
17422,0,0
17424,0,0
17427,0,0
17435,0,0
17437,0,0
17440,1,2918.91
17448,1,2763.99
17453,1,64.57
17456,0,0
17460,0,0
17462,0,0
17466,0,0
17467,0,0
17469,1,3031.86
17472,1,661.45
17475,1,98.9
17476,0,0
17477,1,1118.12
17478,0,0
17482,0,0
17484,1,1469.65
17486,0,0
17487,1,62.82
17489,1,1123.63
17490,0,0
17491,0,0
17494,1,418.7
17498,1,1467.15
17499,1,911.15
17500,1,2504.05
17501,1,1645.84
17503,0,0
17504,1,3326.12
17509,1,829.85
17516,1,2306.97
17518,0,0
17520,0,0
17521,0,0
17523,0,0
17524,0,0
17525,0,0
17526,1,938.47
17528,1,29.99
17530,1,2988.54
17531,1,1660.77
17533,0,0
17534,0,0
17538,1,2639.34
17541,0,0
17544,1,1421.66
17548,1,2924.66
17549,1,699.5
17552,0,0
17553,0,0
17554,0,0
17556,0,0
17557,1,906.76
17558,0,0
17559,1,2193.35
17560,1,1328.81
17561,0,0
17568,1,2706.67
17569,0,0
17570,1,2462.91
17571,0,0
17572,1,2726.11
17573,0,0
17574,0,0
17575,1,218.96
17580,1,550.47
17581,0,0
17585,0,0
17586,1,847.68
17589,1,2892.15
17591,0,0
17594,0,0
17596,0,0
17598,0,0
17603,0,0
17605,0,0
17607,0,0
17608,1,1857.72
17609,0,0
17610,1,319.13
17611,1,2875.15
17614,0,0
17615,0,0
17617,0,0
17621,0,0
17622,0,0
17624,0,0
17629,0,0
17630,0,0
17631,1,2153.52
17635,0,0
17637,1,1769.91
17648,0,0
17649,1,1363.13
17652,0,0
17654,1,550.23
17657,0,0
17658,0,0
17661,1,771.25
17662,1,1093.9
17663,1,803.18
17665,0,0
17666,0,0
17672,0,0
17674,1,2248.13
17678,0,0
17684,0,0
17686,0,0
17696,1,1797.82
17699,0,0
17702,0,0
17703,1,2750.94
17704,1,3339.13
17705,0,0
17706,0,0
17707,0,0
17708,0,0
17709,1,960.45
17711,0,0
17712,0,0
17714,0,0
17715,1,1418.62
17717,0,0
17718,0,0
17719,0,0
17721,1,2128.88
17725,0,0
17726,0,0
17727,0,0
17730,1,3170.78
17731,0,0
17734,1,102.84
17735,0,0
17736,1,2991.21
17737,1,678.61
17739,1,2649.43
17741,0,0
17742,0,0
17744,0,0
17745,0,0
17746,0,0
17748,0,0
17749,1,2376.33
17751,1,1498.36
17753,0,0
17754,0,0
17756,0,0
17758,0,0
17761,1,1304.03
17762,1,396.52
17763,1,995.55
17764,1,2856.95
17766,0,0
17770,0,0
17772,0,0
17777,0,0
17779,0,0
17780,1,884.11
17782,1,302.56
17784,0,0
17786,0,0
17788,1,882.72
17789,0,0
17791,1,590.17
17794,1,2280.26
17795,1,1847.05
17797,0,0
17798,0,0
17799,0,0
17805,0,0
17806,1,481.72
17810,1,1956.87
17815,0,0
17817,0,0
17818,1,699.82
17820,0,0
17821,1,236.14
17822,1,2157.63
17824,0,0
17835,0,0
17837,0,0
17839,0,0
17847,1,1091.2
17849,0,0
17850,1,1206.73
17851,1,1605.88
17855,0,0
17856,0,0
17857,0,0
17858,0,0
17859,1,1871.95
17860,0,0
17861,0,0
17862,0,0
17863,0,0
17868,1,3035.08
17870,0,0
17877,1,386.6
17878,0,0
17882,0,0
17883,0,0
17886,1,1267.29
17887,0,0
17891,0,0
17892,0,0
17893,0,0
17895,0,0
17899,0,0
17900,0,0
17901,0,0
17902,0,0
17904,0,0
17905,1,669.9
17906,0,0
17908,0,0
17910,0,0
17912,0,0
17913,0,0
17923,0,0
17924,1,1974.07
17926,0,0
17930,0,0
17931,0,0
17933,0,0
17945,0,0
17947,1,1400.09
17949,0,0
17950,0,0
17951,0,0
17952,0,0
17953,0,0
17954,1,1392.87
17956,1,3071.5
17958,0,0
17959,1,2099.6
17962,1,2017.9
17966,1,2598.4
17972,0,0
17973,1,361.32
17974,1,738.26
17975,0,0
17977,0,0
17978,1,3258.85
17981,0,0
17986,0,0
17987,1,2824.92
17990,1,163.49
17991,0,0
17995,1,147.81
17997,1,2054.96
18000,1,1808.43
18004,0,0
18007,0,0
18013,1,729.52
18015,0,0
18018,0,0
18020,1,1414.02
18026,1,290.09
18028,0,0
18030,1,1346.31
18031,1,1999.46
18032,1,2711.54
18033,1,3173.5
18037,0,0
18039,0,0
18045,1,3230.1
18047,0,0
18048,0,0
18049,1,837.45
18050,0,0
18055,0,0
18057,0,0
18058,0,0
18059,0,0
18061,0,0
18062,0,0
18063,0,0
18064,0,0
18068,0,0
18071,0,0
18072,1,2642.52
18073,0,0
18074,0,0
18076,1,2152.84
18077,0,0
18088,0,0
18090,0,0
18091,1,1905.66
18093,1,2373.17
18097,1,474.23
18099,0,0
18100,0,0
18103,0,0
18107,1,1150.06
18110,0,0
18112,0,0
18115,0,0
18116,1,697.98
18117,1,2723.68
18123,0,0
18124,0,0
18129,0,0
18132,0,0
18136,0,0
18138,0,0
18140,1,2382.01
18141,0,0
18145,1,1704.31
18146,0,0
18149,0,0
18150,1,516.41
18154,0,0
18155,0,0
18157,0,0
18158,0,0
18159,0,0
18160,1,314.13
18161,0,0
18165,1,2428.97
18167,0,0
18168,0,0
18172,0,0
18173,0,0
18175,0,0
18178,0,0
18179,1,2069.59
18182,1,1458.21
18185,1,221.92
18187,0,0
18188,1,1251.76
18190,0,0
18191,0,0
18192,1,2030.89
18194,1,292.29
18195,0,0
18197,1,39.28
18200,1,2618.05
18201,1,3024.35
18202,1,351.73
18206,1,1296.71
18207,1,2931.54
18210,1,727.68
18212,0,0
18213,0,0
18218,1,1938.96
18219,0,0
18220,1,1080.26
18222,0,0
18224,1,1347.82
18229,0,0
18230,0,0
18233,0,0
18235,1,2265.6
18237,0,0
18238,0,0
18241,0,0
18245,1,2046.77
18246,1,2046.87
18248,0,0
18249,0,0
18257,1,2999.84
18258,0,0
18261,0,0
18262,0,0
18264,0,0
18269,1,120.12
18270,0,0
18275,1,2204.32
18276,1,779.09
18279,0,0
18282,0,0
18288,0,0
18290,0,0
18292,1,552.59
18293,0,0
18294,1,2165.38
18297,0,0
18298,1,112.82
18300,0,0
18302,0,0
18303,1,2387.65
18305,1,2620.19
18308,0,0
18309,0,0
18310,0,0
18312,1,2656.29
18314,1,1377.28
18315,1,411.53
18317,1,2436.87
18321,1,384.76
18322,0,0
18324,0,0
18329,0,0
18331,0,0
18334,1,3041.1
18339,1,2482.69
18340,0,0
18344,1,655.13
18346,1,920.83
18347,0,0
18350,1,3308.37
18351,1,3308.86
18352,0,0
18356,1,2851.69
18357,0,0
18359,0,0
18360,1,3180.04
18361,1,2171.37
18362,0,0
18368,1,1585.43
18373,1,2728.9
18374,1,1496.53
18376,1,1693.26
18378,1,2020.19
18379,0,0
18381,0,0
18383,1,175.49
18384,0,0
18385,0,0
18386,1,774.64
18387,1,1919.83
18388,1,1825.11
18389,0,0
18390,1,2753.11
18391,1,743.47
18393,0,0
18394,0,0
18401,1,790.75
18402,0,0
18409,0,0
18415,1,23.43
18416,1,1941.98
18418,0,0
18419,1,3039.4
18421,0,0
18422,0,0
18423,0,0
18424,0,0
18425,0,0
18426,0,0
18428,0,0
18429,1,1936.25
18431,0,0
18433,0,0
18435,0,0
18436,1,264.35
18437,0,0
18439,0,0
18441,0,0
18448,0,0
18449,1,2859.53
18450,1,947.15
18451,1,1042.99
18454,0,0
18456,0,0
18458,1,1512.31
18462,1,29.99
18466,0,0
18474,0,0
18476,0,0
18477,0,0
18478,1,3289.14
18480,1,3233.1
18481,1,1051.9
18482,1,2873.16
18489,0,0
18490,0,0
18493,1,1936.18
18503,0,0
18504,1,2653.6
18511,1,2822.16
18512,1,3064.98
18514,0,0
18515,0,0
18517,0,0
18518,0,0
18520,1,3299.09
18525,1,2046.98
18528,0,0
18529,0,0
18532,0,0
18535,1,356.11
18536,0,0
18537,0,0
18538,0,0
18541,1,2314.92
18542,0,0
18543,0,0
18545,0,0
18546,0,0
18547,1,1252.75
18551,0,0
18554,1,2630.89
18556,0,0
18558,0,0
18562,0,0
18563,0,0
18564,1,1841.58
18569,0,0
18571,1,2368.83
18573,0,0
18578,0,0
18579,1,899.23
18580,0,0
18581,0,0
18582,0,0
18584,0,0
18585,0,0
18586,1,2586.13
18587,0,0
18592,1,1783.87
18593,0,0
18594,0,0
18598,1,3306.03
18599,1,44.42
18604,0,0
18605,1,1023.03
18608,0,0
18609,1,29.99
18613,1,616.46
18614,1,2777.75
18618,0,0
18619,1,1147.86
18620,0,0
18621,0,0
18623,1,2701.84
18626,0,0
18627,1,1501.94
18629,0,0
18635,1,558.5
18637,1,101.22
18639,0,0
18640,0,0
18643,1,2252.52
18644,1,2009.67
18646,1,1871.46
18648,1,1306.5
18657,1,424.92
18658,0,0
18660,0,0
18662,0,0
18663,0,0
18664,1,3028.39
18665,1,1630.52
18666,1,2966.96
18667,1,198.85
18668,1,156.75
18669,0,0
18674,0,0
18676,0,0
18682,0,0
18683,1,2376.24
18685,0,0
18686,0,0
18687,0,0
18688,1,2966.27
18690,0,0
18691,0,0
18692,1,1987.22
18694,1,3197.45
18696,0,0
18697,1,2331.94
18699,0,0
18700,0,0
18701,0,0
18703,1,1257.6
18705,0,0
18706,1,2632.29
18708,1,2034.63
18717,0,0
18724,0,0
18725,0,0
18727,1,732.78
18730,1,622.5
18731,0,0
18732,0,0
18733,0,0
18735,1,516.66
18736,1,81.8
18737,1,1252.87
18738,1,37.41
18742,0,0
18743,1,308.64
18747,0,0
18749,1,90.15
18750,0,0
18752,0,0
18756,1,2343.94
18757,1,2998.74
18758,0,0
18759,0,0
18764,0,0
18765,0,0
18769,0,0
18774,0,0
18776,0,0
18779,1,1528.56
18780,0,0
18781,0,0
18782,1,158.46
18784,1,488.83
18787,1,990.21
18788,1,1765.97
18790,0,0
18792,0,0
18793,1,2158.17
18801,0,0
18802,0,0
18804,0,0
18806,1,437.69
18809,0,0
18810,1,436.55
18814,0,0
18816,0,0
18822,1,2037.21
18823,0,0
18826,1,2320.17
18828,0,0
18830,0,0
18831,1,982.97
18834,1,2417.96
18842,1,442.12
18850,0,0
18851,0,0
18852,1,3325.33
18853,0,0
18854,0,0
18859,1,1787.08
18860,1,2021.75
18865,0,0
18866,0,0
18867,0,0
18868,1,2616.18
18869,0,0
18872,0,0
18873,0,0
18875,1,792.34
18876,0,0
18877,0,0
18881,0,0
18882,0,0
18886,1,3027.54
18890,0,0
18895,0,0
18896,1,1376.79
18897,0,0
18899,1,2244.17
18901,1,2901.9
18902,0,0
18903,0,0
18904,0,0
18905,1,1529.01
18906,0,0
18907,1,817.39
18910,1,3040.76
18914,0,0
18916,1,8.79
18918,0,0
18921,0,0
18923,1,1625.88
18924,1,1542.43
18925,0,0
18926,0,0
18927,0,0
18928,0,0
18929,0,0
18931,1,1341.15
18932,0,0
18934,1,651.49
18935,1,3062.45
18936,1,2863.41
18938,1,838.75
18940,1,1892.24
18941,1,2969.58
18943,0,0
18944,1,907.15
18946,0,0
18949,0,0
18950,0,0
18951,1,351.21
18952,0,0
18953,1,141.34
18954,0,0
18956,0,0
18958,0,0
18959,1,516.96
18960,1,1183.3
18961,1,1209.59
18964,0,0
18968,0,0
18969,0,0
18970,0,0
18971,1,223.74
18972,1,2133.06
18976,0,0
18979,1,113.74
18983,1,801.84
18984,0,0
18985,0,0
18986,1,3312.36
18987,1,795.98
18989,0,0
18990,0,0
18992,0,0
18993,0,0
18995,0,0
18996,1,1210.21
18997,1,1586.95
19003,1,1719.34
19004,0,0
19005,0,0
19006,0,0
19009,1,696.69
19010,0,0
19015,1,2545.93
19018,1,573.61
19022,0,0
19027,1,2765.84
19028,1,2399.29
19033,0,0
19034,1,1517.89
19035,1,1981.87
19038,1,719.56
19043,0,0
19048,0,0
19049,1,1099.46
19057,1,2242.74
19059,0,0
19065,0,0
19068,0,0
19069,0,0
19070,1,141.9
19071,0,0
19072,0,0
19073,0,0
19074,0,0
19075,1,1163.91
19078,1,190.74
19080,1,676.21
19081,0,0
19082,0,0
19083,0,0
19088,1,2225.45
19089,1,1340.94
19092,0,0
19094,0,0
19095,1,3197.07
19098,0,0
19099,0,0
19101,0,0
19102,0,0
19104,0,0
19107,0,0
19109,1,362.2
19114,0,0
19117,0,0
19119,1,1762.02
19122,0,0
19126,0,0
19127,0,0
19131,0,0
19134,1,2820.88
19136,0,0
19139,1,493.08
19141,1,3194.89
19142,1,2714.7
19143,1,1779.89
19144,0,0
19147,0,0
19149,0,0
19152,0,0
19153,0,0
19154,1,1752
19155,1,2527.91
19157,0,0
19159,0,0
19162,0,0
19164,1,556.34
19165,1,2080.7
19167,1,2777.93
19170,0,0
19171,0,0
19173,0,0
19174,0,0
19175,1,230.8
19178,0,0
19179,0,0
19180,0,0
19185,0,0
19187,1,3161.89
19191,1,1002.67
19194,0,0
19196,1,1357.07
19199,1,2510.27
19200,0,0
19201,1,3104.56
19208,1,1565.7
19211,0,0
19213,0,0
19216,1,1715.81
19217,0,0
19218,1,2620.15
19220,0,0
19223,0,0
19226,0,0
19227,1,1773.8
19228,1,1870.57
19233,1,146.82
19235,1,2400.56
19237,1,1476.16
19238,0,0
19241,1,1280.23
19243,1,1422.04
19246,0,0
19247,1,1213.68
19249,1,2275.84
19253,0,0
19255,0,0
19265,1,1011.45
19273,0,0
19274,0,0
19276,1,2128.29
19278,1,562.69
19279,0,0
19280,0,0
19288,0,0
19291,0,0
19298,0,0
19301,0,0
19302,1,1103.16
19304,0,0
19307,1,1252.93
19310,0,0
19312,0,0
19316,1,273.8
19319,0,0
19320,0,0
19323,1,755.58
19324,0,0
19325,1,2026.67
19326,0,0
19330,1,704.42
19333,1,2849.05
19334,0,0
19335,0,0
19338,1,1449.48
19340,1,2928.61
19342,0,0
19351,0,0
19353,1,632.96
19356,0,0
19357,1,1598.68
19359,0,0
19362,1,2259.21
19363,1,242.37
19366,0,0
19368,0,0
19370,1,2891.01
19373,0,0
19374,0,0
19379,1,608.53
19380,0,0
19382,1,2304.63
19383,0,0
19384,0,0
19385,0,0
19386,0,0
19388,1,2735.31
19389,0,0
19391,1,1553.92
19392,1,3342.14
19393,0,0
19394,0,0
19399,1,391.03
19400,1,1245.02
19403,0,0
19405,0,0
19407,1,986.9
19409,0,0
19411,0,0
19412,0,0
19413,1,547.27
19418,0,0
19421,0,0
19422,0,0
19423,0,0
19424,1,2787.85
19425,1,2531.31
19426,0,0
19428,0,0
19429,0,0
19431,1,2799.7
19432,1,1690.36
19436,1,2904.6
19437,1,2594.08
19438,0,0
19439,1,662.08
19442,1,657.15
19444,1,1383.94
19448,1,258.37
19452,1,677.25
19453,1,2604.03
19454,0,0
19455,1,1358.67
19457,1,2998.17
19458,0,0
19459,1,2425.21
19462,0,0
19463,1,1822.31
19465,1,2439.32
19469,0,0
19470,1,1437.34
19473,0,0
19477,1,1903.4
19480,0,0
19481,1,3293.41
19482,0,0
19483,1,957.46
19484,0,0
19485,1,2252.46
19486,0,0
19491,0,0
19498,0,0
19501,0,0
19502,0,0
19505,0,0
19507,1,1262.63
19509,0,0
19510,0,0
19514,0,0
19516,0,0
19517,0,0
19518,1,823.94
19520,0,0
19521,1,128.07
19523,0,0
19524,0,0
19525,1,1670.9
19527,0,0
19529,0,0
19530,0,0
19533,0,0
19534,0,0
19538,0,0
19541,1,1699.27
19542,1,1272.09
19548,0,0
19557,0,0
19565,0,0
19566,0,0
19567,0,0
19569,0,0
19570,1,1893.34
19573,1,2869.83
19574,0,0
19576,0,0
19583,0,0
19589,1,1909.04
19590,0,0
19591,0,0
19592,0,0
19593,0,0
19594,1,1430.82
19595,0,0
19598,1,2239.99
19601,1,3128.85
19607,0,0
19608,0,0
19610,0,0
19614,1,580.1
19616,1,358.42
19617,0,0
19618,1,2590.49
19619,0,0
19620,1,3077.14
19622,1,2058.42
19628,0,0
19631,0,0
19632,0,0
19633,1,587.74
19635,1,261.02
19636,0,0
19637,0,0
19640,0,0
19641,1,273.51
19642,0,0
19643,1,829.42
19645,0,0
19647,0,0
19649,0,0
19653,0,0
19654,1,550.68
19656,1,3038.37
19657,1,2385.62
19659,0,0
19660,0,0
19662,0,0
19663,0,0
19669,0,0
19674,1,479.12
19676,1,2342.06
19680,0,0
19682,0,0
19685,0,0
19686,1,3293.37
19687,1,2825.63
19688,0,0
19690,1,200.11
19691,0,0
19694,1,349.22
19695,0,0
19696,0,0
19697,0,0
19700,1,3200.45
19701,1,2675.48
19706,0,0
19715,0,0
19716,0,0
19721,1,265.82
19724,0,0
19727,0,0
19730,1,1986.29
19733,0,0
19734,0,0
19736,0,0
19738,0,0
19743,1,1791.39
19744,1,1620.93
19745,1,120.14
19746,1,2717.24
19748,1,1099.02
19751,1,942.09
19755,0,0
19756,0,0
19757,0,0
19760,1,2184.56
19761,0,0
19765,0,0
19768,1,579.08
19772,1,2568.2
19773,1,3187.07
19774,0,0
19776,1,120.83
19780,0,0
19784,1,625.64
19786,0,0
19788,0,0
19791,0,0
19792,0,0
19794,0,0
19795,0,0
19796,0,0
19797,1,2627.06
19798,0,0
19799,1,2417.3
19800,1,180.66
19801,0,0
19804,1,743.73
19807,1,681.84
19808,0,0
19809,0,0
19811,0,0
19815,0,0
19816,0,0
19820,1,1976.15
19821,0,0
19822,0,0
19824,0,0
19825,1,2430.17
19826,0,0
19827,0,0
19829,0,0
19832,1,1337.72
19836,0,0
19840,0,0
19841,0,0
19846,1,886.7
19847,0,0
19848,0,0
19849,1,1170.79
19850,1,1531.04
19855,0,0
19857,0,0
19858,0,0
19863,0,0
19864,0,0
19867,0,0
19869,0,0
19872,0,0
19873,1,1938
19875,0,0
19881,0,0
19884,1,1406.42
19887,0,0
19888,1,1558.16
19893,1,1241.74
19898,1,2533.12
19899,1,109.86
19901,0,0
19902,1,1178.5
19903,0,0
19909,0,0
19910,0,0
19918,0,0
19919,0,0
19921,0,0
19923,1,3087.74
19924,1,314.07
19925,1,100.45
19927,1,591.11
19928,1,849.99
19931,0,0
19932,1,2989.29
19934,0,0
19935,0,0
19936,0,0
19937,0,0
19938,1,431.91
19943,0,0
19945,1,299.32
19947,1,1612.68
19951,0,0
19952,1,802.14
19953,0,0
19955,1,1914.07
19956,0,0
19957,1,1920.98
19961,1,1349.46
19962,0,0
19963,0,0
19966,1,498.21
19967,0,0
19968,1,654.93
19969,0,0
19971,1,573.89
